"var","species","median","qmin","qmax"
"bio10_temp_warmQ_dC","Ischnura_graellsii",8.73503,7.80399,9.77727
"bio12_annual_prec_mm","Ischnura_graellsii",-1.74141,-2.38146,-1.2002
"bio4_sd_temp","Ischnura_graellsii",-2.68,-3.41552,-2.00498
"bio10_temp_warmQ_dC2","Ischnura_graellsii",-0.59911,-1.09087,-0.14315
"bio12_annual_prec_mm2","Ischnura_graellsii",0.54024,0.37067,0.70508
"bio4_sd_temp2","Ischnura_graellsii",1.76002,1.29984,2.22744
"2000","Ischnura_pumilio",0.34639,0.1373,0.55355
"2001","Ischnura_pumilio",0.31104,0.09655,0.51896
"2002","Ischnura_pumilio",0.57376,0.38821,0.77554
"2003","Ischnura_pumilio",0.50857,0.33949,0.66988
"2004","Ischnura_pumilio",0.12513,-0.03342,0.30641
"2005","Ischnura_pumilio",0.42285,0.27445,0.56596
"2006","Ischnura_pumilio",0.17328,0.0353,0.31347
"2007","Ischnura_pumilio",1.10463,0.97343,1.22722
"2008","Ischnura_pumilio",0.66377,0.55446,0.7788
"2009","Ischnura_pumilio",0.29197,0.18142,0.40596
"2010","Ischnura_pumilio",-0.07106,-0.1745,0.03207
"2011","Ischnura_pumilio",0.04365,-0.04801,0.13909
"2012","Ischnura_pumilio",0.52855,0.43956,0.61316
"2013","Ischnura_pumilio",0.15565,0.07296,0.23951
"2014","Ischnura_pumilio",-0.08577,-0.17601,-0.00291
"2015","Ischnura_pumilio",-0.00197,-0.08314,0.08376
"2016","Ischnura_pumilio",-0.06053,-0.14404,0.02359
"2017","Ischnura_pumilio",-0.71159,-0.79882,-0.62145
"2018","Ischnura_pumilio",-0.38015,-0.46284,-0.29578
"2019","Ischnura_pumilio",-0.69301,-0.78896,-0.59988
"2020","Ischnura_pumilio",-0.70868,-0.80497,-0.61388
"2021","Ischnura_pumilio",-0.5568,-0.65419,-0.46389
"2022","Ischnura_pumilio",-0.8071,-0.90558,-0.7004
"2023","Ischnura_pumilio",-0.95714,-1.06017,-0.85405
"clc_artificial_prop","Ischnura_pumilio",-0.04822,-0.1124,0.01253
"clc_agriculture_prop","Ischnura_pumilio",0.20132,0.11969,0.29033
"clc_forest_prop","Ischnura_pumilio",-0.63001,-0.73099,-0.53902
"clc_vegetation_prop","Ischnura_pumilio",0.07398,-0.04102,0.19105
"clc_bare_prop","Ischnura_pumilio",0.8372,0.68006,0.99674
"clc_coastal_wetland_prop","Ischnura_pumilio",0.05207,-0.00844,0.12024
"clc_wetland_prop","Ischnura_pumilio",-0.53276,-0.65196,-0.41164
"clc_river_prop","Ischnura_pumilio",0.04833,-0.00747,0.09311
"bio10_temp_warmQ_dC","Ischnura_pumilio",1.81632,1.63885,2.01712
"bio12_annual_prec_mm","Ischnura_pumilio",0.78896,0.65555,0.92643
"bio4_sd_temp","Ischnura_pumilio",1.12923,0.99226,1.24483
"bio10_temp_warmQ_dC2","Ischnura_pumilio",-0.92763,-1.05122,-0.80259
"bio12_annual_prec_mm2","Ischnura_pumilio",-0.05914,-0.11858,0.003
"bio4_sd_temp2","Ischnura_pumilio",-0.20088,-0.29419,-0.11041
"2000","Lestes_barbarus",1.04192,0.85872,1.20936
"2001","Lestes_barbarus",0.24589,-0.02888,0.48725
"2002","Lestes_barbarus",0.29236,0.08611,0.48549
"2003","Lestes_barbarus",-0.0469,-0.22753,0.12438
"2004","Lestes_barbarus",0.26873,0.09239,0.45151
"2005","Lestes_barbarus",0.66748,0.50865,0.79552
"2006","Lestes_barbarus",1.16504,1.01596,1.30982
"2007","Lestes_barbarus",0.99998,0.86659,1.11901
"2008","Lestes_barbarus",0.18924,0.05668,0.30262
"2009","Lestes_barbarus",-0.26223,-0.37882,-0.10894
"2010","Lestes_barbarus",0.16043,0.0542,0.26061
"2011","Lestes_barbarus",-0.4061,-0.51878,-0.30377
"2012","Lestes_barbarus",-0.27684,-0.357,-0.17324
"2013","Lestes_barbarus",-0.2245,-0.31788,-0.13164
"2014","Lestes_barbarus",-0.6442,-0.75243,-0.54516
"2015","Lestes_barbarus",-1.12437,-1.2261,-1.02257
"2016","Lestes_barbarus",-0.65055,-0.74581,-0.5449
"2017","Lestes_barbarus",-1.10677,-1.21205,-0.99925
"2018","Lestes_barbarus",-0.2249,-0.33499,-0.13881
"2019","Lestes_barbarus",-0.43098,-0.56885,-0.32917
"2020","Lestes_barbarus",0.09826,-0.01925,0.19637
"2021","Lestes_barbarus",0.42852,0.30607,0.53018
"2022","Lestes_barbarus",-1.03411,-1.19285,-0.92454
"2023","Lestes_barbarus",0.25883,0.13176,0.36894
"clc_artificial_prop","Lestes_barbarus",-0.27191,-0.35872,-0.17847
"clc_agriculture_prop","Lestes_barbarus",-0.06646,-0.21297,0.06266
"clc_forest_prop","Lestes_barbarus",-0.75562,-0.89455,-0.60487
"clc_vegetation_prop","Lestes_barbarus",0.07378,-0.06242,0.23238
"clc_bare_prop","Lestes_barbarus",1.06387,0.73463,1.37516
"clc_coastal_wetland_prop","Lestes_barbarus",0.28314,0.18856,0.36043
"clc_wetland_prop","Lestes_barbarus",-0.47602,-0.64615,-0.29599
"clc_river_prop","Lestes_barbarus",0.14545,0.06889,0.20852
"bio10_temp_warmQ_dC","Lestes_barbarus",4.37224,4.12087,4.69109
"bio12_annual_prec_mm","Lestes_barbarus",-0.59047,-0.74828,-0.36011
"bio4_sd_temp","Lestes_barbarus",-0.51427,-0.73994,-0.27577
"bio10_temp_warmQ_dC2","Lestes_barbarus",-2.09494,-2.28479,-1.92999
"bio12_annual_prec_mm2","Lestes_barbarus",0.04704,-0.10542,0.18288
"bio4_sd_temp2","Lestes_barbarus",-0.7343,-0.87447,-0.55651
"2000","Lestes_dryas",0.32036,0.04863,0.56631
"2001","Lestes_dryas",0.11322,-0.13641,0.37396
"2002","Lestes_dryas",0.36189,0.13313,0.58755
"2003","Lestes_dryas",0.13975,-0.06492,0.34211
"2004","Lestes_dryas",0.08453,-0.13392,0.29927
"2005","Lestes_dryas",0.36978,0.18525,0.57316
"2006","Lestes_dryas",0.24307,0.07199,0.40656
"2007","Lestes_dryas",0.54068,0.38362,0.69638
"2008","Lestes_dryas",0.19141,0.04844,0.34372
"2009","Lestes_dryas",-0.23906,-0.38618,-0.09871
"2010","Lestes_dryas",0.29683,0.18019,0.4178
"2011","Lestes_dryas",0.0804,-0.04316,0.20411
"2012","Lestes_dryas",0.06279,-0.05644,0.18352
"2013","Lestes_dryas",0.05331,-0.06378,0.16761
"2014","Lestes_dryas",0.01608,-0.09937,0.13264
"2015","Lestes_dryas",-0.38901,-0.50834,-0.26817
"2016","Lestes_dryas",0.01473,-0.1034,0.13017
"2017","Lestes_dryas",-0.46005,-0.57901,-0.34489
"2018","Lestes_dryas",-0.22572,-0.34013,-0.11166
"2019","Lestes_dryas",-0.35206,-0.47099,-0.23305
"2020","Lestes_dryas",-0.32865,-0.44901,-0.21037
"2021","Lestes_dryas",0.02447,-0.08621,0.13872
"2022","Lestes_dryas",-0.7615,-0.89674,-0.6273
"2023","Lestes_dryas",-0.1899,-0.32316,-0.05648
"clc_artificial_prop","Lestes_dryas",-0.47727,-0.5829,-0.37298
"clc_agriculture_prop","Lestes_dryas",-0.41712,-0.5584,-0.28554
"clc_forest_prop","Lestes_dryas",-0.28203,-0.42797,-0.13987
"clc_vegetation_prop","Lestes_dryas",0.74749,0.5843,0.91496
"clc_bare_prop","Lestes_dryas",1.04681,0.82224,1.27404
"clc_coastal_wetland_prop","Lestes_dryas",-0.06822,-0.17782,0.04952
"clc_wetland_prop","Lestes_dryas",-0.58464,-0.7657,-0.40519
"clc_river_prop","Lestes_dryas",0.03837,-0.04777,0.13162
"bio10_temp_warmQ_dC","Lestes_dryas",0.66755,0.42568,0.93059
"bio12_annual_prec_mm","Lestes_dryas",-0.64322,-0.87396,-0.39519
"bio4_sd_temp","Lestes_dryas",0.25652,0.01412,0.46917
"bio10_temp_warmQ_dC2","Lestes_dryas",-1.69583,-1.8995,-1.49902
"bio12_annual_prec_mm2","Lestes_dryas",-0.17894,-0.31967,-0.03924
"bio4_sd_temp2","Lestes_dryas",-0.86963,-1.02117,-0.71344
"2000","Lestes_macrostigma",-2.94743,-4.57219,-1.59198
"2001","Lestes_macrostigma",-2.73523,-4.34805,-1.46002
"2002","Lestes_macrostigma",-3.02122,-5.10902,-1.31865
"2003","Lestes_macrostigma",-2.7478,-4.69266,-1.34388
"2004","Lestes_macrostigma",-0.90476,-2.06728,0.10731
"2005","Lestes_macrostigma",-0.21843,-1.08504,0.70235
"2006","Lestes_macrostigma",0.16021,-0.94524,1.39815
"2007","Lestes_macrostigma",0.81893,0.0264,1.65027
"2008","Lestes_macrostigma",2.02192,1.24732,2.79229
"2009","Lestes_macrostigma",1.11141,0.39195,1.83368
"2010","Lestes_macrostigma",1.64502,1.03581,2.25376
"2011","Lestes_macrostigma",1.86428,1.33163,2.39477
"2012","Lestes_macrostigma",0.6783,0.11891,1.25386
"2013","Lestes_macrostigma",0.73015,0.14746,1.33321
"2014","Lestes_macrostigma",1.22732,0.71585,1.76479
"2015","Lestes_macrostigma",1.15319,0.58827,1.72522
"2016","Lestes_macrostigma",-0.42108,-1.0438,0.23218
"2017","Lestes_macrostigma",0.09996,-0.50227,0.7296
"2018","Lestes_macrostigma",2.66614,2.19447,3.14807
"2019","Lestes_macrostigma",0.18915,-0.35721,0.73608
"2020","Lestes_macrostigma",0.28618,-0.32755,0.85684
"2021","Lestes_macrostigma",-0.63217,-1.31201,-0.0164
"2022","Lestes_macrostigma",-0.78709,-1.48322,-0.09954
"2023","Lestes_macrostigma",-0.49156,-1.17372,0.1344
"clc_artificial_prop","Lestes_macrostigma",-0.33144,-0.6602,-0.02174
"clc_agriculture_prop","Lestes_macrostigma",-0.65619,-1.10899,-0.2208
"clc_forest_prop","Lestes_macrostigma",-0.96501,-1.62012,-0.3506
"clc_vegetation_prop","Lestes_macrostigma",0.21449,-0.23771,0.67397
"clc_bare_prop","Lestes_macrostigma",0.61776,-0.1027,1.27217
"clc_coastal_wetland_prop","Lestes_macrostigma",0.60792,0.41616,0.8028
"clc_wetland_prop","Lestes_macrostigma",0.61664,-0.08906,1.17024
"clc_river_prop","Lestes_macrostigma",-0.04477,-0.42374,0.22086
"bio10_temp_warmQ_dC","Lestes_macrostigma",5.74758,4.17379,7.39683
"bio12_annual_prec_mm","Lestes_macrostigma",-1.84663,-3.16175,-0.71094
"bio4_sd_temp","Lestes_macrostigma",-2.10173,-3.12209,-1.14787
"bio10_temp_warmQ_dC2","Lestes_macrostigma",-0.6092,-1.3006,0.05921
"bio12_annual_prec_mm2","Lestes_macrostigma",-0.4178,-1.4155,0.34783
"bio4_sd_temp2","Lestes_macrostigma",0.18777,-0.48691,0.76915
"2000","Lestes_sponsa",1.40085,0.65112,1.62819
"2001","Lestes_sponsa",0.88265,0.64086,1.08322
"2002","Lestes_sponsa",0.71677,0.56334,0.90938
"2003","Lestes_sponsa",0.85515,0.55669,1.01678
"2004","Lestes_sponsa",0.51902,0.35929,0.68603
"2005","Lestes_sponsa",0.45156,0.34619,0.61387
"2006","Lestes_sponsa",0.56401,0.31322,0.71977
"2007","Lestes_sponsa",0.40902,0.22342,0.54922
"2008","Lestes_sponsa",0.22926,0.14277,0.36861
"2009","Lestes_sponsa",0.11234,0.03374,0.22791
"2010","Lestes_sponsa",0.1767,0.11087,0.29263
"2011","Lestes_sponsa",0.07418,-0.11403,0.17619
"2012","Lestes_sponsa",0.2021,0.10636,0.26381
"2013","Lestes_sponsa",0.08709,-0.00384,0.17438
"2014","Lestes_sponsa",-0.07278,-0.1311,0.02432
"2015","Lestes_sponsa",-0.30271,-0.40323,-0.23205
"2016","Lestes_sponsa",-0.20865,-0.3086,-0.08474
"2017","Lestes_sponsa",-0.40292,-0.50244,-0.22205
"2018","Lestes_sponsa",-0.36139,-0.45314,-0.30104
"2019","Lestes_sponsa",-0.71028,-0.80346,-0.38264
"2020","Lestes_sponsa",-0.90086,-0.99536,-0.59135
"2021","Lestes_sponsa",-0.73494,-0.83199,-0.3791
"2022","Lestes_sponsa",-0.97376,-1.08359,-0.60254
"2023","Lestes_sponsa",-1.01404,-1.1299,-0.61859
"clc_artificial_prop","Lestes_sponsa",0.0511,-0.03375,0.16136
"clc_agriculture_prop","Lestes_sponsa",0.55778,0.26685,0.69269
"clc_forest_prop","Lestes_sponsa",0.24952,-0.00515,0.39365
"clc_vegetation_prop","Lestes_sponsa",0.00823,-0.18261,0.48972
"clc_bare_prop","Lestes_sponsa",-1.94138,-2.18711,-1.37091
"clc_coastal_wetland_prop","Lestes_sponsa",0.10817,0.02678,0.21805
"clc_wetland_prop","Lestes_sponsa",0.9161,0.60923,1.11503
"clc_river_prop","Lestes_sponsa",-0.00811,-0.06026,0.07318
"bio10_temp_warmQ_dC","Lestes_sponsa",-5.00355,-5.32433,-3.96634
"bio12_annual_prec_mm","Lestes_sponsa",-0.92673,-1.15139,-0.42198
"bio4_sd_temp","Lestes_sponsa",0.90677,0.71918,1.12089
"bio10_temp_warmQ_dC2","Lestes_sponsa",-0.02924,-0.51122,0.21535
"bio12_annual_prec_mm2","Lestes_sponsa",0.25488,0.02064,0.37613
"bio4_sd_temp2","Lestes_sponsa",0.03069,-0.09492,0.18999
"2000","Lestes_virens",-0.44912,-0.68346,-0.21354
"2001","Lestes_virens",-0.28323,-0.5181,-0.02372
"2002","Lestes_virens",-0.25268,-0.4664,-0.04257
"2003","Lestes_virens",-0.10748,-0.28324,0.10075
"2004","Lestes_virens",-0.10132,-0.29132,0.07224
"2005","Lestes_virens",-0.00197,-0.17292,0.17298
"2006","Lestes_virens",0.26048,0.11622,0.42189
"2007","Lestes_virens",0.22601,0.07252,0.38466
"2008","Lestes_virens",-0.02975,-0.15212,0.10371
"2009","Lestes_virens",-0.08758,-0.20378,0.03533
"2010","Lestes_virens",0.24979,0.13642,0.35737
"2011","Lestes_virens",-0.09864,-0.21667,0.02508
"2012","Lestes_virens",0.12154,0.00649,0.23178
"2013","Lestes_virens",0.26341,0.14954,0.39396
"2014","Lestes_virens",0.08591,-0.0055,0.18345
"2015","Lestes_virens",-0.20447,-0.32227,-0.09955
"2016","Lestes_virens",0.20979,0.09788,0.33653
"2017","Lestes_virens",-0.24309,-0.36221,-0.12984
"2018","Lestes_virens",0.09306,-0.00547,0.17714
"2019","Lestes_virens",-0.04617,-0.16327,0.06256
"2020","Lestes_virens",0.13093,0.02527,0.24382
"2021","Lestes_virens",0.35796,0.25548,0.45456
"2022","Lestes_virens",-0.35735,-0.47585,-0.24406
"2023","Lestes_virens",0.09647,-0.0178,0.20443
"clc_artificial_prop","Lestes_virens",-0.33472,-0.42637,-0.24502
"clc_agriculture_prop","Lestes_virens",-0.25094,-0.35775,-0.13993
"clc_forest_prop","Lestes_virens",-0.04281,-0.16313,0.07491
"clc_vegetation_prop","Lestes_virens",0.44223,0.30724,0.60006
"clc_bare_prop","Lestes_virens",0.60197,0.38551,0.84806
"clc_coastal_wetland_prop","Lestes_virens",-0.21693,-0.32205,-0.11512
"clc_wetland_prop","Lestes_virens",-0.2558,-0.43372,-0.09269
"clc_river_prop","Lestes_virens",0.05027,-0.01249,0.11546
"bio10_temp_warmQ_dC","Lestes_virens",2.96741,2.40719,3.30701
"bio12_annual_prec_mm","Lestes_virens",-0.58154,-0.78789,-0.39199
"bio4_sd_temp","Lestes_virens",-0.62453,-0.84356,-0.40973
"bio10_temp_warmQ_dC2","Lestes_virens",-1.51099,-1.72488,-1.21182
"bio12_annual_prec_mm2","Lestes_virens",0.01707,-0.11685,0.12686
"bio4_sd_temp2","Lestes_virens",-1.25797,-1.45438,-0.94478
"2000","Leucorrhinia_albifrons",-1.46795,-2.22116,-0.70561
"2001","Leucorrhinia_albifrons",-1.6059,-2.35029,-0.88592
"2002","Leucorrhinia_albifrons",-2.31536,-3.06198,-1.60906
"2003","Leucorrhinia_albifrons",-1.39794,-2.05221,-0.77077
"2004","Leucorrhinia_albifrons",-1.23017,-1.9478,-0.56584
"2005","Leucorrhinia_albifrons",-0.43048,-0.99349,0.10684
"2006","Leucorrhinia_albifrons",0.88681,0.49172,1.27283
"2007","Leucorrhinia_albifrons",0.58243,0.19471,0.95117
"2008","Leucorrhinia_albifrons",0.42344,0.09293,0.76076
"2009","Leucorrhinia_albifrons",0.87202,0.5526,1.18997
"2010","Leucorrhinia_albifrons",0.15225,-0.14004,0.43818
"2011","Leucorrhinia_albifrons",0.28433,-0.01251,0.58807
"2012","Leucorrhinia_albifrons",0.74494,0.46597,0.99559
"2013","Leucorrhinia_albifrons",0.57781,0.301,0.8653
"2014","Leucorrhinia_albifrons",0.21758,-0.08129,0.50325
"2015","Leucorrhinia_albifrons",0.66105,0.37304,0.9379
"2016","Leucorrhinia_albifrons",0.656,0.37682,0.92376
"2017","Leucorrhinia_albifrons",0.1656,-0.14052,0.47415
"2018","Leucorrhinia_albifrons",0.77242,0.5163,1.0332
"2019","Leucorrhinia_albifrons",0.45917,0.18767,0.73816
"2020","Leucorrhinia_albifrons",0.21875,-0.04311,0.48135
"2021","Leucorrhinia_albifrons",0.10361,-0.16037,0.38203
"2022","Leucorrhinia_albifrons",0.22852,-0.0626,0.50111
"2023","Leucorrhinia_albifrons",0.36158,0.07253,0.64444
"clc_artificial_prop","Leucorrhinia_albifrons",-0.20883,-0.43588,0.00129
"clc_agriculture_prop","Leucorrhinia_albifrons",-1.42837,-1.728,-1.15351
"clc_forest_prop","Leucorrhinia_albifrons",1.02705,0.77444,1.28311
"clc_vegetation_prop","Leucorrhinia_albifrons",-0.42444,-0.7928,-0.0728
"clc_bare_prop","Leucorrhinia_albifrons",1.16101,0.69553,1.59333
"clc_coastal_wetland_prop","Leucorrhinia_albifrons",-0.12629,-0.41534,0.11899
"clc_wetland_prop","Leucorrhinia_albifrons",0.15803,-0.09919,0.41026
"clc_river_prop","Leucorrhinia_albifrons",-0.14438,-0.35312,0.03873
"bio10_temp_warmQ_dC","Leucorrhinia_albifrons",0.13172,-0.34869,0.58696
"bio12_annual_prec_mm","Leucorrhinia_albifrons",-1.77755,-2.23992,-1.36112
"bio4_sd_temp","Leucorrhinia_albifrons",1.89659,1.45869,2.31294
"bio10_temp_warmQ_dC2","Leucorrhinia_albifrons",-2.12311,-2.69022,-1.62358
"bio12_annual_prec_mm2","Leucorrhinia_albifrons",0.21965,-0.02592,0.40699
"bio4_sd_temp2","Leucorrhinia_albifrons",-0.3655,-0.65798,-0.08406
"2000","Leucorrhinia_caudalis",-1.90408,-2.73812,-1.11757
"2001","Leucorrhinia_caudalis",-1.59025,-2.40022,-0.82335
"2002","Leucorrhinia_caudalis",-1.72569,-2.50799,-1.02476
"2003","Leucorrhinia_caudalis",-1.81348,-2.53949,-1.13545
"2004","Leucorrhinia_caudalis",-1.59415,-2.31363,-0.90304
"2005","Leucorrhinia_caudalis",-1.34299,-2.00389,-0.70267
"2006","Leucorrhinia_caudalis",-0.26237,-0.76274,0.22753
"2007","Leucorrhinia_caudalis",-0.29378,-0.71452,0.12175
"2008","Leucorrhinia_caudalis",-0.57612,-0.99995,-0.16779
"2009","Leucorrhinia_caudalis",0.08609,-0.26749,0.43814
"2010","Leucorrhinia_caudalis",0.06404,-0.25819,0.38414
"2011","Leucorrhinia_caudalis",0.89331,0.61336,1.18406
"2012","Leucorrhinia_caudalis",0.76431,0.49992,1.03933
"2013","Leucorrhinia_caudalis",0.93931,0.65767,1.22607
"2014","Leucorrhinia_caudalis",0.83517,0.57542,1.10985
"2015","Leucorrhinia_caudalis",0.85631,0.58842,1.12852
"2016","Leucorrhinia_caudalis",0.55118,0.28011,0.81929
"2017","Leucorrhinia_caudalis",0.73298,0.49254,1.00425
"2018","Leucorrhinia_caudalis",1.32442,1.08964,1.5632
"2019","Leucorrhinia_caudalis",0.84327,0.58425,1.10066
"2020","Leucorrhinia_caudalis",0.80067,0.5356,1.07339
"2021","Leucorrhinia_caudalis",0.86981,0.60774,1.13597
"2022","Leucorrhinia_caudalis",0.70079,0.41952,0.97554
"2023","Leucorrhinia_caudalis",0.85603,0.56745,1.14599
"clc_artificial_prop","Leucorrhinia_caudalis",0.06429,-0.1349,0.26922
"clc_agriculture_prop","Leucorrhinia_caudalis",-0.87424,-1.20079,-0.49805
"clc_forest_prop","Leucorrhinia_caudalis",1.48215,1.12542,1.84986
"clc_vegetation_prop","Leucorrhinia_caudalis",-2.10697,-2.83484,-1.46811
"clc_bare_prop","Leucorrhinia_caudalis",0.45457,-0.60772,1.29623
"clc_coastal_wetland_prop","Leucorrhinia_caudalis",-0.20841,-0.50712,0.07034
"clc_wetland_prop","Leucorrhinia_caudalis",1.15097,0.89203,1.425
"clc_river_prop","Leucorrhinia_caudalis",0.08231,-0.05267,0.20275
"bio10_temp_warmQ_dC","Leucorrhinia_caudalis",3.14962,2.4728,3.92991
"bio12_annual_prec_mm","Leucorrhinia_caudalis",-2.04688,-2.56541,-1.56559
"bio4_sd_temp","Leucorrhinia_caudalis",2.28858,1.90313,2.71621
"bio10_temp_warmQ_dC2","Leucorrhinia_caudalis",-6.7068,-7.83336,-5.65682
"bio12_annual_prec_mm2","Leucorrhinia_caudalis",-1.19835,-1.83979,-0.62187
"bio4_sd_temp2","Leucorrhinia_caudalis",0.71373,0.42823,0.9906
"2000","Leucorrhinia_dubia",0.53471,0.24173,0.84835
"2001","Leucorrhinia_dubia",0.29764,0.01482,0.58576
"2002","Leucorrhinia_dubia",0.18135,-0.11141,0.47171
"2003","Leucorrhinia_dubia",0.7663,0.51723,1.01373
"2004","Leucorrhinia_dubia",0.05739,-0.19216,0.29332
"2005","Leucorrhinia_dubia",0.14465,-0.07543,0.36455
"2006","Leucorrhinia_dubia",0.25708,0.06324,0.46129
"2007","Leucorrhinia_dubia",0.16333,-0.01979,0.34953
"2008","Leucorrhinia_dubia",0.49466,0.32414,0.66462
"2009","Leucorrhinia_dubia",0.33274,0.1872,0.47889
"2010","Leucorrhinia_dubia",0.10105,-0.05333,0.24362
"2011","Leucorrhinia_dubia",-0.04706,-0.20077,0.10069
"2012","Leucorrhinia_dubia",0.39148,0.24619,0.53511
"2013","Leucorrhinia_dubia",0.38377,0.25151,0.52249
"2014","Leucorrhinia_dubia",-0.07739,-0.21946,0.07526
"2015","Leucorrhinia_dubia",0.10627,-0.04214,0.26189
"2016","Leucorrhinia_dubia",-0.01205,-0.15924,0.13611
"2017","Leucorrhinia_dubia",-0.02208,-0.16792,0.11956
"2018","Leucorrhinia_dubia",0.10358,-0.03998,0.24667
"2019","Leucorrhinia_dubia",-0.74912,-0.89926,-0.59096
"2020","Leucorrhinia_dubia",-0.66553,-0.82172,-0.50992
"2021","Leucorrhinia_dubia",-0.79579,-0.9511,-0.63417
"2022","Leucorrhinia_dubia",-0.64234,-0.79646,-0.47703
"2023","Leucorrhinia_dubia",-0.67896,-0.84822,-0.50783
"clc_artificial_prop","Leucorrhinia_dubia",0.28555,0.12882,0.4462
"clc_agriculture_prop","Leucorrhinia_dubia",0.09764,-0.11245,0.34151
"clc_forest_prop","Leucorrhinia_dubia",0.57783,0.38768,0.78008
"clc_vegetation_prop","Leucorrhinia_dubia",-0.36312,-0.63787,-0.08902
"clc_bare_prop","Leucorrhinia_dubia",-1.56286,-1.87352,-1.24593
"clc_coastal_wetland_prop","Leucorrhinia_dubia",0.37671,0.18508,0.55744
"clc_wetland_prop","Leucorrhinia_dubia",0.45502,0.29066,0.61763
"clc_river_prop","Leucorrhinia_dubia",0.12944,0.02226,0.2328
"bio10_temp_warmQ_dC","Leucorrhinia_dubia",-9.64759,-10.42181,-8.94604
"bio12_annual_prec_mm","Leucorrhinia_dubia",0.95658,0.61443,1.27188
"bio4_sd_temp","Leucorrhinia_dubia",3.5646,3.26033,3.90283
"bio10_temp_warmQ_dC2","Leucorrhinia_dubia",-1.33266,-1.93555,-0.74301
"bio12_annual_prec_mm2","Leucorrhinia_dubia",0.05374,-0.04288,0.16773
"bio4_sd_temp2","Leucorrhinia_dubia",-1.54096,-1.75828,-1.3532
"2000","Leucorrhinia_pectoralis",0.22554,-0.1592,0.60384
"2001","Leucorrhinia_pectoralis",-0.89794,-1.34631,-0.43684
"2002","Leucorrhinia_pectoralis",-0.80019,-1.24038,-0.38707
"2003","Leucorrhinia_pectoralis",0.12596,-0.19482,0.44426
"2004","Leucorrhinia_pectoralis",-1.21476,-1.64258,-0.79744
"2005","Leucorrhinia_pectoralis",-0.7333,-1.06923,-0.42761
"2006","Leucorrhinia_pectoralis",0.04074,-0.20119,0.28122
"2007","Leucorrhinia_pectoralis",-0.26187,-0.49701,-0.02929
"2008","Leucorrhinia_pectoralis",0.36267,0.18098,0.55288
"2009","Leucorrhinia_pectoralis",-0.35187,-0.55843,-0.14344
"2010","Leucorrhinia_pectoralis",-0.03912,-0.21917,0.13896
"2011","Leucorrhinia_pectoralis",-0.04871,-0.21716,0.11038
"2012","Leucorrhinia_pectoralis",1.59211,1.43031,1.74269
"2013","Leucorrhinia_pectoralis",0.40121,0.24601,0.55267
"2014","Leucorrhinia_pectoralis",0.77266,0.63742,0.92141
"2015","Leucorrhinia_pectoralis",-0.06764,-0.22636,0.09573
"2016","Leucorrhinia_pectoralis",0.56015,0.40967,0.70611
"2017","Leucorrhinia_pectoralis",-0.05906,-0.21444,0.09983
"2018","Leucorrhinia_pectoralis",1.29963,1.15972,1.44717
"2019","Leucorrhinia_pectoralis",-0.45405,-0.61784,-0.29304
"2020","Leucorrhinia_pectoralis",-0.16045,-0.31687,-0.00349
"2021","Leucorrhinia_pectoralis",-0.19596,-0.36532,-0.03802
"2022","Leucorrhinia_pectoralis",-0.10581,-0.2721,0.06479
"2023","Leucorrhinia_pectoralis",0.1639,-0.01319,0.33058
"clc_artificial_prop","Leucorrhinia_pectoralis",0.21834,0.07889,0.35047
"clc_agriculture_prop","Leucorrhinia_pectoralis",-0.53066,-0.73215,-0.32001
"clc_forest_prop","Leucorrhinia_pectoralis",-0.21711,-0.41473,-0.01301
"clc_vegetation_prop","Leucorrhinia_pectoralis",-0.76236,-1.13908,-0.4161
"clc_bare_prop","Leucorrhinia_pectoralis",0.2373,-0.28696,0.69783
"clc_coastal_wetland_prop","Leucorrhinia_pectoralis",0.13992,-0.01729,0.30101
"clc_wetland_prop","Leucorrhinia_pectoralis",0.87297,0.67337,1.073
"clc_river_prop","Leucorrhinia_pectoralis",0.05211,-0.03221,0.13834
"bio10_temp_warmQ_dC","Leucorrhinia_pectoralis",-1.05142,-1.48245,-0.64828
"bio12_annual_prec_mm","Leucorrhinia_pectoralis",-1.43985,-1.74636,-1.12249
"bio4_sd_temp","Leucorrhinia_pectoralis",2.63676,2.32461,2.97353
"bio10_temp_warmQ_dC2","Leucorrhinia_pectoralis",-4.19841,-4.84207,-3.59498
"bio12_annual_prec_mm2","Leucorrhinia_pectoralis",0.23052,0.05533,0.37448
"bio4_sd_temp2","Leucorrhinia_pectoralis",-2.10572,-2.3782,-1.84877
"2000","Leucorrhinia_rubicunda",1.06359,0.70863,1.40085
"2001","Leucorrhinia_rubicunda",0.31879,-0.06842,0.68597
"2002","Leucorrhinia_rubicunda",0.11668,-0.22848,0.43513
"2003","Leucorrhinia_rubicunda",1.01176,0.72222,1.28389
"2004","Leucorrhinia_rubicunda",-0.54146,-0.85427,-0.21648
"2005","Leucorrhinia_rubicunda",-0.08055,-0.37643,0.18233
"2006","Leucorrhinia_rubicunda",0.33221,0.09763,0.58232
"2007","Leucorrhinia_rubicunda",-0.32276,-0.53474,-0.09947
"2008","Leucorrhinia_rubicunda",0.77868,0.58342,0.96214
"2009","Leucorrhinia_rubicunda",0.57969,0.40852,0.7391
"2010","Leucorrhinia_rubicunda",0.32578,0.13266,0.51843
